,Title,Name,content
312,CODE PENAL (LIVREI),"Marcel Rudloff, Philippe Marchand, Michel Sapin","Projet de loi|Texte adopté n°&nbsp;287 - Projet de loi PORTANT REFORME DES DISPOSITIONS GENERALES DU CODE PENAL|Texte adopté n°&nbsp;179 - Projet de loi PORTANT REFORME DES DISPOSITIONS GENERALES DU CODE PENAL rapporteur le  8 février 1989Projet de loi  PORTANT REFORME DES DISPOSITIONS GENERALES DU CODE PENAL, n° 693, déposé le  19 mai 1989<br> et renvoyé à <a href=""/commissions/59051_tab.asp  et <a href=""/13/tribun/fiches_id/2679.asp"" target=""_blank"">Michel Sapin</a>  rapporteur le  8 février 1989Projet de loi  PORTANT REFORME DES DISPOSITIONS GENERALES DU CODE PENAL, n° 1275, déposé le  12 avril 1990<br> et renvoyé à <a href=""/commissions/59051_tab.asp  et <a href=""/13/tribun/fiches_id/2679.asp"" target=""_blank"">Michel Sapin</a> rapporteur le  2 avril 1991 et <a href=""http://www.senat.fr/senateur/rudloff_marcel000505.html"" target=""_blank"">Marcel Rudloff</a> rapporteur le  3 avril 1991 rapporteur, sous le n° 1945 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/rudloff_marcel000505.html"" target=""_blank"">Marcel Rudloff</a> rapporteur, sous le n° 256 au Sénat"
313,collectivites territoriales et clubs de football,Christian ESTROSI,
314,college des Procureurs Generaux,Nicole CATALA,"  tendant a instituer un college des Procureurs Generaux pres la Cour de Cassation et les Cours d'Appel, n° 2187, déposée le  2 juillet 1991"
315,colombophilie,Guy Allouche, rapporteur le  10 juin 1992
316,COMBATTANT VOLONTAIRE DE LA RESISTANCE,"Franz Duboscq, Jean Proveux","Projet de loi RELATIF AUX CONDITIONS DE RECONNAISSANCE DE LA QUALITE DE COMBATTANT VOLONTAIRE DE LA RESISTANCE rapporteur le  20 décembre 1988Projet de loi  RELATIF AUX CONDITIONS DE RECONNAISSANCE DE LA QUALITE DE COMBATTANT VOLONTAIRE DE LA RESISTANCE, n° 560, déposé le  7 avril 1989<br> et renvoyé à <a href=""/commissions/59045_tab.asp "
317,commemoration des crimes de Vichy,Claude ESTIER,"  tendant a reconnaitre le 16 juillet journee nationale de commemoration des persecutions et crimes racistes antisemites et xenophobes perpetres par l'Etat Francais de Vichy, n° 73, déposée le  1<sup>er</sup> décembre 1992"
318,commemoration des crimes de Vichy,Jean LE GARREC,"  tendant a reconnaitre le 16 juillet journee nationale de commemoration des persecutions et des crimes racistes, antisemites et xenophobes perpetres par le regime de Vichy, n° 3071, déposée le  25 novembre 1992"
319,commemoration des morts pour la France en Algerie,Daniel COLIN,
320,COMMEMORATION DU 19 MARS 1962,Daniel LE MEUR,"  TENDANT A RECONNAITRE OFFICIELLEMENT LE CARACTERE DE JOURNEE NATIONALE DU SOUVENIR ET DU RECUEILLEMENT A LA JOURNEE DU 19 MARS, DATE ANNIVERSAIRE DU CESSEZ-LE-FEU SURVENU EN ALGERIE EN 1962, n° 67, déposée le  6 juillet 1988"
321,COMMEMORATION DU 19 MARS 1962,Robert PAGÈS,"  TENDANT A RECONNAITRE OFFICIELLEMENT LE CARACTERE DE JOURNEE NATIONALE DU SOUVENIR ET DU RECUEILLEMENT A LA JOURNEE DU 19 MARS, DATE ANNIVERSAIRE DU CESSEZ-LE-FEU SURVENU EN ALGERIE EN 1962, n° 192, déposée le  22 décembre 1988"
322,commerce d'articles funeraires,Roger HUSSON,
323,commercialisation des vinaigres dilues de miel,Jean Louis MASSON,"  tendant a autoriser la commercialisation des vinaigres dilues de miel ou de fruits a l'instar du regime actuellement en vigueur dans les departements d'Alsace-Lorraine, n° 1548, déposée le  28 juin 1990"
324,COMMISSION DE CONTROLE SUR LA NOUVELLE-CALEDONIE,Francis GENG,"  TENDANT A CREER UNE COMMISSION DE CONTROLE SUR LA MISE EN OEUVRE DE LA LOI PORTANT DISPOSITIONS STATUTAIRES ET PREPARATOIRES A L'AUTODETERMINATION DE LA NOUVELLE-CALEDONIE EN 1998, n° 364, déposée le  21 novembre 1988"
325,commission de controle sur la SNCF,"Jean-Claude GAYSSOT, François Massot","  tendant a la creation d'une commission de controle sur la SNCF, n° 962, déposée le  24 octobre 1989 "
326,commission de controle sur le fonctionnement de la justice,"Bernard PONS, Jacques Toubon","  tendant a la creation d'une commission de controle sur le fonctionnement de la justice, n° 840, déposée le  29 juin 1989 "
327,commission de controle sur les cycles universitaires,"Pierre MÉHAIGNERIE, François Massot","  tendant a la creation d'une commission de controle sur le fonctionnement et le devenir des premiers cycles universitaires, n° 1050, déposée le  1<sup>er</sup> décembre 1989 "
328,commission de controle sur les missions des RG,Jean AUROUX,"  tendant a la creation d'une commission de controle sur les missions des renseignements generaux, n° 1690, déposée le  31 octobre 1990"
329,COMMISSION DE CONTROLE SUR L'OPERA DE PARIS,"Georges HAGE, François Massot","  TENDANT A CREER UNE COMMISSION DE CONTROLE SUR LE THEATRE NATIONAL DE L'OPERA DE PARIS, n° 26, déposée le  29 juin 1988 "
330,commission d'enquete sur la Loire,"Édouard LANDRAIN, Jacques Fleury","  tendant a la constitution d'une commission d'enquete sur l'amenagement de la Loire, le maintien de son debit, la protection de son environnement, n° 2498, déposée le  18 décembre 1991 "
331,COMMISSION D'ENQUETE SUR LA PILULE RU 486,"Christine BOUTIN, François Massot","  RELATIVE A LA CREATION D'UNE COMMISSION D'ENQUETE SUR LA PROCEDURE D'AUTORISATION DE MISE SUR LE MARCHE ET LES CONDITIONS D'UTILISATION DE LA PILULE RU 486, n° 543, déposée le  3 avril 1989 "
332,commission d'enquete sur l'affaire Luchaire,"Bernard PONS, Pierre Mazeaud","  tendant a la creation d'une commission d'enquete sur l'affaire Luchaire, n° 839, déposée le  28 juin 1989 "
333,commission d'enquete sur le Credit Lyonnais,"François D'AUBERT, Raymond Forni", 
334,COMMISSION D'ENQUETE SUR LES PRIVATISATIONS,"Louis MERMAZ, François Massot","  TENDANT A LA CREATION D'UNE COMMISSION D'ENQUETE SUR LES CONDITIONS DANS LESQUELLES SE SONT EFFECTUEES LES OPERATIONS DE PRIVATISATION D'ENTREPRISES OU DE BANQUES APPARTENANT AU SECTEUR PUBLIC ET LE DEVENIR DES SOCIETES PRIVATISEES DEPUIS LE 6 AOUT 1986, n° 537, déposée le  3 avril 1989 "
335,commission d'enquete sur l'etang de Thau,"René COUVEINHES, François Massot", 
336,commission pour la protection de la Sarre et de la Moselle,"Jean Seitlinger, Louis Jung","Projet de loi ite du titre initial : d'Allemagne et de la Republique francaise concernant la constitution d'une commission internationale pour la protection de la Sarre contre la pollution, signe a Paris le 20 decembre 1961, relatif a la creation d'un secretariat commun signe a Bruxelles le 22 mars 1990  rapporteur le  20 novembre 1991"
337,commissions de l'Assemblee nationale,Roselyne BACHELOT-NARQUIN,
338,commissions de surveillance des sites nucleaires,Claude BIRRAUX,"  tendant a la creation de commissions departementales d'information et de surveillance des sites nucleaires civils, n° 2720, déposée le  20 mai 1992"
339,commissions d'enquete et de controle parlementaire,Ernest CARTIGNY,"  tendant a accroitre les pouvoirs de controle du Parlement par la modification de l'article 6 de l'ordonnance no 58-1100 du 17 novembre 1958 relatif aux commissions d'enquete et de controle parlementaire et a en tirer les consequences au niveau du statut de la Commission des operations de Bourse, n° 317, déposée le  7 mai 1991"
340,commissions d'enquete et de controle parlementaires,"Laurent FABIUS, François Massot, Etienne Dailly","  tendant a modifier l'article 6 de l'ordonnance no 58-1100 du 17 novembre 1958 relatif aux commissions d'enquete et de controle parlementaires, n° 1951, déposée le  5 avril 1991  rapporteur le  15 mai 1991 rapporteur le  2 juillet 1991 et <a href=""/9/tribun/fiches_id/2117.asp"" target=""_blank"">François Massot</a> rapporteur le  2 juillet 1991 rapporteur, sous le n° 2183 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/dailly_etienne000397.html"" target=""_blank"">Etienne Dailly</a> rapporteur, sous le n° 439 au Sénat  "
341,commissions d'enquete parlementaires,Jacques LARCHÉ,"  tendant a modifier l'article 6 de l'ordonnance no 58-1100 du 17 novembre 1958 relatif aux commissions d'enquete parlementaires, n° 460, déposée le  5 juillet 1991"
342,comparution d'un inculpe en detention provisoire,Jacques TOUBON,
343,competence des regions en matiere d'enseignement,Daniel HOEFFEL,"  relative au transfert de competences aux regions de l'enseignement scolaire et a l'autonomie des etablissements publics locaux d'enseignement, n° 507, déposée le  8 juillet 1992"
344,competences des communes en matiere fonciere,Alain JONEMANN,"  relative aux competences des communes en matiere fonciere, n° 1611, déposée le  3 octobre 1990"
345,competences des DOM,Guy LORDINOT,
346,COMPETENCES DES REGIONS,Michel GIRAUD,"  TENDANT A PERMETTRE L'EXERCICE DES COMPETENCES DES REGIONS EN MATIERE D'AMENAGEMENT DU TERRITOIRE, n° 306, déposée le  19 octobre 1988"
347,competences des regions des DOM,Georges OTHILY,
348,COMPETENCES DES REGIONS D'OUTRE-MER,"Rodolphe DÉSIRÉ, Rodolphe Désiré, René Dosière","  TENDANT A MODIFIER L'ARTICLE 17 DE LA LOI NO 84-747 DU 2 AOUT 1984 RELATIVE AUX COMPETENCES DES REGIONS DE GUADELOUPE, DE GUYANE, DE MARTINIQUE ET DE LA REUNION, n° 208, déposée le  22 décembre 1988 rapporteur le  5 avril 1989 "
349,COMPETENCES DES REGIONS D'OUTRE-MER,Louis MERMAZ,"  TENDANT A MODIFIER LES COMPETENCES DES REGIONS DE GUADELOUPE, DE GUYANE, DE MARTINIQUE ET DE LA REUNION EN MATIERE DE TRANSPORT, n° 668, déposée le  10 mai 1989"
350,competences des sapeurs-pompiers departementaux,Michel CHARASSE,
351,competences en matiere d'enseignement,Bruno BOURG-BROC,
352,competences en matiere d'environnement et de transport,Michel GIRAUD,
353,COMPLETANT LA LOI INSTITUANT UN MEDIATEUR,Jean Louis MASSON,
354,completant le code du travail,"Jean-Pierre FOURCADE, Jean-Pierre Fourcade", rapporteur le  24 février 1993
355,composition de la CNIL,Marcelin BERTHELOT,"  tendant a democratiser la composition de la Commission nationale de l'informatique et des libertes instauree par la loi no 78-17 du 6 janvier 1978, n° 1376, déposée le  23 mai 1990"
356,COMPOSITION DES COMMISSIONS SPECIALES,"Louis MERMAZ, Michel Sapin","  TENDANT A MODIFIER LE PREMIER ALINEA DE L'ARTICLE 33 DU REGLEMENT DE L'ASSEMBLEE NATIONALE, n° 647, déposée le  3 mai 1989 "
357,COMPOSITION DES GROUPES,"André LAJOINIE, Jacques Brunhes", 
358,composition du CES,Jean AUROUX,"  relative a la representation du monde combattant au sein du Conseil economique et social et a la composition du bureau du Conseil economique et social, n° 1729, déposée le  22 novembre 1990"
359,COMPTABILISATION DES BULLETINS BLANCS,Jean-Yves HABY,"  TENDANT, EN CAS DE REFERENDUM, A COMPTABILISER LES BULLETINS BLANCS DANS LES SUFFRAGES EXPRIMES, n° 380, déposée le  23 novembre 1988"
360,COMPTABILISATION DES BULLETINS BLANCS,Louis DE BROISSIA,"  TENDANT A COMPLETER LE CODE ELECTORAL, EN VUE DE LA PRISE EN CONSIDERATION DES BULLETINS BLANCS DANS LE CALCUL DES SUFFRAGES EXPRIMES ET DE LA MAJORITE ABSOLUE, n° 390, déposée le  23 novembre 1988"
361,compte de depot,Jean-Michel FERRAND,"  tendant a renforcer le droit au compte de depot dans les etablissements de credit, n° 1669, déposée le  25 octobre 1990"
362,compte d'epargne pour l'investissement des entreprises,Jean DE GAULLE,"  tendant a instituer un compte d'epargne pour l'investissement des entreprises, n° 2441, déposée le  11 décembre 1991"
363,comptes de campagne,Maurice DOUSSET,
364,comptes des societes de droits,Marc LAURIOL,"  portant creation du conseil des utilisateurs de musique et relative aux comptes des societes de perception et de repartition de droits, n° 325, déposée le  7 mai 1992"
365,CONCOURS AUX ETABLISSEMENTS PRIVES SOUS CONTRAT,Michel PELCHAT,"  TENDANT A AUTORISER LES COLLECTIVITES LOCALES A CONCOURIR AUX DEPENSES D'INVESTISSEMENT DES ETABLISSEMENTS PRIVES SOUS CONTRAT, n° 213, déposée le  5 octobre 1988"
366,conditions d'application de la legislation,"Laurent FABIUS, Michel Sapin","  tendant a modifier l'article 145 du Reglement de l'Assemblee nationale, n° 1207, déposée le  3 avril 1990 "
367,conditions d'attribution de la carte du combattant,"Jean Proveux, Guy Robert",Projet de loi relatif aux conditions d'attribution de la carte du combattant  rapporteur le  10 décembre 1992
368,conditions d'attribution de la Legion d'honneur,,"  tendant a assouplir les conditions d'attribution de la Legion d'honneur aux anciens combattants de la guerre 1914-1918, n° 265, déposée le  11 février 1992"
369,conditions d'attribution de la Legion d'honneur,Pierre BACHELET,
370,conditions d'attribution de la Legion d'honneur,Xavier DUGOIN,
371,conditions d'attribution de la Legion d'honneur,Jean-Jacques ROBERT,
372,conditions d'attribution de la pension de reversion,Louis JUNG,"  tendant a assouplir les conditions d'attribution de la pension de reversion au conjoint survivant, n° 183, déposée le  22 décembre 1989"
373,conditions de depart a la retraite,Étienne PINTE,"  tendant a l'amenagement des conditions de depart a la retraite, n° 953, déposée le  24 octobre 1989"
374,conditions de passage du permis de conduire,Jean-Luc MÉLENCHON,"  relative aux conditions de passage du permis de conduire, n° 314, déposée le  22 mai 1990"
375,conditions de vie et de travail des magistrats,Nicole CATALA,"  tendant a assurer la protection des conditions de vie et de travail des magistrats, n° 1862, déposée le  19 décembre 1990"
376,conduite des enquetes judiciaires,Jacques LARCHÉ,
377,CONFLITS COLLECTIFS DU TRAVAIL,Lucien RICHARD,
378,CONGE PARENTAL ET DIVERSES VALIDATIONS,"Martine David, Guy Penne",Projet de loi RELATIF AU CONGE PARENTAL ET A DIVERSES VALIDATIONS ET REPORTANT LA DATE D'ENTREE EN VIGUEUR DE LA REFORME DES MODALITES DE LIQUIDATION ET DE VERSEMENT AUX INSTITUTEURS DE L'INDEMNITE COMMUNALE REPRESENTATIVE DE LOGEMENT  rapporteur le  12 juin 1989
379,conges annuels des salaries,Hector VIRON,"  relative au mode de calcul des conges annuels des salaries, n° 20, déposée le  9 octobre 1991"
380,conges annuels des salaries,Guy HERMIER,"  relative au mode de calcul des conges annuels des salaries, n° 2224, déposée le  18 septembre 1991"
381,CONGES DE FORMATION PERMANENTE DES CITOYENS,Hector VIRON,"  TENDANT A CREER UN DROIT A DES CONGES DE FORMATION PERMANENTE DES CITOYENS, n° 7, déposée le  3 octobre 1988"
382,CONGES DE FORMATION PERMANENTE DES CITOYENS,Gustave ANSART,"  TENDANT A CREER UN DROIT A DES CONGES DE FORMATION PERMANENTE DES CITOYENS, n° 50, déposée le  6 juillet 1988"
383,Conseil Constitutionnel,Etienne DAILLY,
384,Conseil economique et social,"Henry JEAN-BAPTISTE, Jean-Jacques Hyest, Louis Virapoulle",  rapporteur le  25 septembre 1990
385,Conseil economique et social,Alain POHER,
386,Conseil économique et social,"Laurent FABIUS, René Dosière, Etienne Dailly",  rapporteur le  30 juin 1992
387,CONSEIL MUNICIPAL ET  MOBILIER URBAIN,Pierre RAYNAL,
388,CONSEIL NATIONAL DES SERVICES PUBLICS,René RÉGNAULT,"  TENDANT A LA CREATION D'UN CONSEIL NATIONAL DES SERVICES PUBLICS ET RELATIVE AUX CONSEILS DEPARTEMENTAUX ET LOCAUX DES SERVICES PUBLICS, n° 207, déposée le  22 décembre 1988"
389,Conseil superieur de la Fonction militaire,"Albert Voilquin, Jean Gatel","Projet de loi modifiant la loi no 69-1044 du 21 novembre 1969 relative au Conseil superieur de la Fonction militaire rapporteur le  6 décembre 1989Projet de loi  modifiant la loi no 69-1044 du 21 novembre 1969 relative au Conseil superieur de la Fonction militaire, n° 1103, déposé le  15 décembre 1989<br> et renvoyé à <a href=""/commissions/59046_tab.asp "
390,Conseil Superieur de la Magistrature,Nicole CATALA,
391,Conseil superieur de la Magistrature,Jean-Louis DEBRÉ,
392,Conseil superieur de la magistrature,André LAJOINIE,"  tendant a garantir l'independance de la justice et a democratiser le Conseil superieur de la magistrature, n° 1501, déposée le  21 juin 1990"
